Station name	EWEN G.STN					
Station number	0130TH					
External number	---					
River	River Thames					
Operator	---					
NGR	SU0074697314					
Easting	400746					
Northing	197314					
Parameter-name	FQ [Flow]					
Parameter Type	Flow					
Time series name	THM/0130TH/FQ/WDay.Mean					
Time series unit	m³/s					
Time level	Daily					
Time series type	Other					
Equidistant time series	yes					
Time series value distance	1 day					
Time series quality	Production					
Time series measuring method	---					
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00						
Quality code description	 G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace					
Time stamp	Value[m³/s]	State of value	Interpolation	valid[%]	invalid[%]	missing[%]
01/01/1980 09:00	---	M;I	101	0	0	100
02/01/1980 09:00	---	M;I	101	0	0	100
03/01/1980 09:00	---	M;I	101	0	0	100
04/01/1980 09:00	---	M;I	101	0	0	100
05/01/1980 09:00	---	M;I	101	0	0	100
06/01/1980 09:00	---	M;I	101	0	0	100
07/01/1980 09:00	---	M;I	101	0	0	100
08/01/1980 09:00	---	M;I	101	0	0	100
09/01/1980 09:00	---	M;I	101	0	0	100
10/01/1980 09:00	---	M;I	101	0	0	100
11/01/1980 09:00	---	M;I	101	0	0	100
12/01/1980 09:00	---	M;I	101	0	0	100
13/01/1980 09:00	---	M;I	101	0	0	100
14/01/1980 09:00	---	M;I	101	0	0	100
15/01/1980 09:00	---	M;I	101	0	0	100
16/01/1980 09:00	---	M;I	101	0	0	100
17/01/1980 09:00	---	M;I	101	0	0	100
18/01/1980 09:00	---	M;I	101	0	0	100
19/01/1980 09:00	---	M;I	101	0	0	100
20/01/1980 09:00	---	M;I	101	0	0	100
21/01/1980 09:00	---	M;I	101	0	0	100
22/01/1980 09:00	---	M;I	101	0	0	100
23/01/1980 09:00	---	M;I	101	0	0	100
24/01/1980 09:00	---	M;I	101	0	0	100
25/01/1980 09:00	---	M;I	101	0	0	100
26/01/1980 09:00	---	M;I	101	0	0	100
27/01/1980 09:00	---	M;I	101	0	0	100
28/01/1980 09:00	---	M;I	101	0	0	100
29/01/1980 09:00	---	M;I	101	0	0	100
30/01/1980 09:00	---	M;I	101	0	0	100
31/01/1980 09:00	---	M;I	101	0	0	100
01/02/1980 09:00	---	M;I	101	0	0	100
02/02/1980 09:00	---	M;I	101	0	0	100
03/02/1980 09:00	---	M;I	101	0	0	100
04/02/1980 09:00	---	M;I	101	0	0	100
05/02/1980 09:00	---	M;I	101	0	0	100
06/02/1980 09:00	---	M;I	101	0	0	100
07/02/1980 09:00	---	M;I	101	0	0	100
08/02/1980 09:00	---	M;I	101	0	0	100
09/02/1980 09:00	---	M;I	101	0	0	100
10/02/1980 09:00	---	M;I	101	0	0	100
11/02/1980 09:00	---	M;I	101	0	0	100
12/02/1980 09:00	---	M;I	101	0	0	100
13/02/1980 09:00	---	M;I	101	0	0	100
14/02/1980 09:00	---	M;I	101	0	0	100
15/02/1980 09:00	---	M;I	101	0	0	100
16/02/1980 09:00	---	M;I	101	0	0	100
17/02/1980 09:00	---	M;I	101	0	0	100
18/02/1980 09:00	---	M;I	101	0	0	100
19/02/1980 09:00	---	M;I	101	0	0	100
20/02/1980 09:00	---	M;I	101	0	0	100
21/02/1980 09:00	---	M;I	101	0	0	100
22/02/1980 09:00	---	M;I	101	0	0	100
23/02/1980 09:00	---	M;I	101	0	0	100
24/02/1980 09:00	---	M;I	101	0	0	100
25/02/1980 09:00	---	M;I	101	0	0	100
26/02/1980 09:00	---	M;I	101	0	0	100
27/02/1980 09:00	---	M;I	101	0	0	100
28/02/1980 09:00	---	M;I	101	0	0	100
29/02/1980 09:00	---	M;I	101	0	0	100
01/03/1980 09:00	---	M;I	101	0	0	100
02/03/1980 09:00	---	M;I	101	0	0	100
03/03/1980 09:00	---	M;I	101	0	0	100
04/03/1980 09:00	---	M;I	101	0	0	100
05/03/1980 09:00	---	M;I	101	0	0	100
06/03/1980 09:00	---	M;I	101	0	0	100
07/03/1980 09:00	---	M;I	101	0	0	100
08/03/1980 09:00	---	M;I	101	0	0	100
09/03/1980 09:00	---	M;I	101	0	0	100
10/03/1980 09:00	---	M;I	101	0	0	100
11/03/1980 09:00	---	M;I	101	0	0	100
12/03/1980 09:00	---	M;I	101	0	0	100
13/03/1980 09:00	---	M;I	101	0	0	100
14/03/1980 09:00	---	M;I	101	0	0	100
15/03/1980 09:00	---	M;I	101	0	0	100
16/03/1980 09:00	---	M;I	101	0	0	100
17/03/1980 09:00	---	M;I	101	0	0	100
18/03/1980 09:00	---	M;I	101	0	0	100
19/03/1980 09:00	---	M;I	101	0	0	100
20/03/1980 09:00	---	M;I	101	0	0	100
21/03/1980 09:00	---	M;I	101	0	0	100
22/03/1980 09:00	---	M;I	101	0	0	100
23/03/1980 09:00	---	M;I	101	0	0	100
24/03/1980 09:00	---	M;I	101	0	0	100
25/03/1980 09:00	---	M;I	101	0	0	100
26/03/1980 09:00	---	M;I	101	0	0	100
27/03/1980 09:00	---	M;I	101	0	0	100
28/03/1980 09:00	---	M;I	101	0	0	100
29/03/1980 09:00	---	M;I	101	0	0	100
30/03/1980 09:00	---	M;I	101	0	0	100
31/03/1980 09:00	---	M;I	101	0	0	100
01/04/1980 09:00	---	M;I	101	0	0	100
02/04/1980 09:00	---	M;I	101	0	0	100
03/04/1980 09:00	---	M;I	101	0	0	100
04/04/1980 09:00	---	M;I	101	0	0	100
05/04/1980 09:00	---	M;I	101	0	0	100
06/04/1980 09:00	---	M;I	101	0	0	100
07/04/1980 09:00	---	M;I	101	0	0	100
08/04/1980 09:00	---	M;I	101	0	0	100
09/04/1980 09:00	---	M;I	101	0	0	100
10/04/1980 09:00	---	M;I	101	0	0	100
11/04/1980 09:00	---	M;I	101	0	0	100
12/04/1980 09:00	---	M;I	101	0	0	100
13/04/1980 09:00	---	M;I	101	0	0	100
14/04/1980 09:00	---	M;I	101	0	0	100
15/04/1980 09:00	---	M;I	101	0	0	100
16/04/1980 09:00	---	M;I	101	0	0	100
17/04/1980 09:00	---	M;I	101	0	0	100
18/04/1980 09:00	---	M;I	101	0	0	100
19/04/1980 09:00	---	M;I	101	0	0	100
20/04/1980 09:00	---	M;I	101	0	0	100
21/04/1980 09:00	---	M;I	101	0	0	100
22/04/1980 09:00	---	M;I	101	0	0	100
23/04/1980 09:00	---	M;I	101	0	0	100
24/04/1980 09:00	---	M;I	101	0	0	100
25/04/1980 09:00	---	M;I	101	0	0	100
26/04/1980 09:00	---	M;I	101	0	0	100
27/04/1980 09:00	---	M;I	101	0	0	100
28/04/1980 09:00	---	M;I	101	0	0	100
29/04/1980 09:00	---	M;I	101	0	0	100
30/04/1980 09:00	---	M;I	101	0	0	100
01/05/1980 09:00	---	M;I	101	0	0	100
02/05/1980 09:00	---	M;I	101	0	0	100
03/05/1980 09:00	---	M;I	101	0	0	100
04/05/1980 09:00	---	M;I	101	0	0	100
05/05/1980 09:00	---	M;I	101	0	0	100
06/05/1980 09:00	---	M;I	101	0	0	100
07/05/1980 09:00	---	M;I	101	0	0	100
08/05/1980 09:00	---	M;I	101	0	0	100
09/05/1980 09:00	---	M;I	101	0	0	100
10/05/1980 09:00	---	M;I	101	0	0	100
11/05/1980 09:00	---	M;I	101	0	0	100
12/05/1980 09:00	---	M;I	101	0	0	100
13/05/1980 09:00	---	M;I	101	0	0	100
14/05/1980 09:00	---	M;I	101	0	0	100
15/05/1980 09:00	---	M;I	101	0	0	100
16/05/1980 09:00	---	M;I	101	0	0	100
17/05/1980 09:00	---	M;I	101	0	0	100
18/05/1980 09:00	---	M;I	101	0	0	100
19/05/1980 09:00	---	M;I	101	0	0	100
20/05/1980 09:00	---	M;I	101	0	0	100
21/05/1980 09:00	---	M;I	101	0	0	100
22/05/1980 09:00	---	M;I	101	0	0	100
23/05/1980 09:00	---	M;I	101	0	0	100
24/05/1980 09:00	---	M;I	101	0	0	100
25/05/1980 09:00	---	M;I	101	0	0	100
26/05/1980 09:00	---	M;I	101	0	0	100
27/05/1980 09:00	---	M;I	101	0	0	100
28/05/1980 09:00	---	M;I	101	0	0	100
29/05/1980 09:00	---	M;I	101	0	0	100
30/05/1980 09:00	---	M;I	101	0	0	100
31/05/1980 09:00	---	M;I	101	0	0	100
01/06/1980 09:00	0.048	G;C	103	100	0	0
02/06/1980 09:00	0.048	G;C	103	100	0	0
03/06/1980 09:00	0.044	G;C	103	100	0	0
04/06/1980 09:00	0.043	G;C	103	100	0	0
05/06/1980 09:00	0.04	G;C	103	100	0	0
06/06/1980 09:00	0.04	G;C	103	100	0	0
07/06/1980 09:00	0.04	G;C	103	100	0	0
08/06/1980 09:00	0.038	G;C	103	100	0	0
09/06/1980 09:00	0.036	G;C	103	100	0	0
10/06/1980 09:00	0.036	G;C	103	100	0	0
11/06/1980 09:00	0.034	G;C	103	100	0	0
12/06/1980 09:00	0.033	G;C	103	100	0	0
